"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","...1","BLUE","ACRES","REL_PERCENT","annual_dist_acres"
"444","Optional Types","10850_20",0.0131792,"Northwestern Great Plains Shrubland",3,0.517647,210977,17.7,2780.5080784
"445","Optional Types","11260_1_7_8_9_10_19",0.0350676,"Inter-Mountain Basins Montane Sagebrush Steppe",46,0.662745,246,0,8.6266296
"446","Optional Types","11260_1_7_8_9_10_19",0.0350676,"Inter-Mountain Basins Montane Sagebrush Steppe",60,0.662745,222,0,7.7850072
"447","Optional Types","11410_20",0.0105958,"Northwestern Great Plains Mixedgrass Prairie",1,0.909804,381834,32,4045.8366972
"448","Optional Types","11410_29_30",0.0278328,"Northwestern Great Plains Mixedgrass Prairie",9,0.909804,21546,1.8,599.6855088
"449","Optional Types","11440_12_16_19_28",0.00099,"Rocky Mountain Alpine Turf",62,0.113725,73,0,0.07227
"450","Optional Types","11480_20_29_30",0.0006822,"Western Great Plains Sand Prairie",7,0.662745,35476,3,24.2017272
"451","Optional Types","11480_20_29_30",0.0006822,"Western Great Plains Sand Prairie",89,0.662745,592,0,0.4038624
"452","Optional Types","11540_10_19",0.1292116,"Inter-Mountain Basins Montane Riparian Systems",64,0.458824,1,0,0.1292116
"453","Optional Types","11590_10_19",0.0821816,"Rocky Mountain Montane Riparian Systems",12,0.364706,9896,0.8,813.2691136
"454","Optional Types","11590_10_19",0.0821816,"Rocky Mountain Montane Riparian Systems",19,0.364706,2440,0.2,200.523104
"455","Optional Types","11590_20",0.1163898,"Rocky Mountain Montane Riparian Systems",16,0.364706,3249,0.3,378.1504602
"456","Optional Types","11590_21",0.0957126,"Rocky Mountain Montane Riparian Systems",75,0.364706,38,0,3.6370788
"457","Optional Types","11600_10_19",0.0576234,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",21,0.654902,2216,0.2,127.6934544
"458","Optional Types","11600_10_19",0.0576234,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",47,0.654902,405,0,23.337477
"459","Optional Types","11600_20_29",0.0781674,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",79,0.654902,48,0,3.7520352
"460","Optional Types","11600_21",0.0433282,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",8,0.654902,26037,2.2,1128.1363434
"461","Optional Types","11620_20",0.0081252,"Western Great Plains Floodplain Systems",6,0.803922,49521,4.1,402.3680292
"462","Optional Types","11620_22",0.0283396,"Western Great Plains Floodplain Systems",86,0.803922,185,0,5.242826
"463","Optional Types","11620_29_30",0.0080232,"Western Great Plains Floodplain Systems",13,0.803922,7622,0.6,61.1528304
"464","Optional Types","13850_20",0.1004236,"Western Great Plains Wooded Draw and Ravine",25,0,1966,0.2,197.4327976
"465","Optional Types","13850_29_30",0.1000826,"Western Great Plains Wooded Draw and Ravine",91,0,456,0,45.6376656
"466","Replacement Fire","10110_21",0.0090334,"Rocky Mountain Aspen Forest and Woodland",68,0.45098,478,0,4.3179652
"467","Replacement Fire","10110_22",0.0060602,"Rocky Mountain Aspen Forest and Woodland",82,0.45098,20,0,0.121204
"468","Replacement Fire","10110_6_10_12_17_18_19",0.0144992,"Rocky Mountain Aspen Forest and Woodland",49,0.45098,2,0,0.0289984
"469","Replacement Fire","10451_10_19",0.0068158,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir",18,1,2521,0.2,17.1826318
"470","Replacement Fire","10451_10_19",0.0068158,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir",50,1,484,0,3.2988472
"471","Replacement Fire","10451_20",0.0062286,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir",14,1,5337,0.4,33.2420382
"472","Replacement Fire","10452_10_19",0.0050812,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch",26,0.709804,1115,0.1,5.665538
"473","Replacement Fire","10452_10_19",0.0050812,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch",51,0.709804,99,0,0.5030388
"474","Replacement Fire","10453_10_19",0.0045906,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir",39,0.031373,34,0,0.1560804
"475","Replacement Fire","10453_10_19",0.0045906,"Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir",52,0.031373,41,0,0.1882146
"476","Replacement Fire","10460_21",0.0019936,"Northern Rocky Mountain Subalpine Woodland and Parkland",69,0,144,0,0.2870784
"477","Replacement Fire","10470_10_19",0.0053246,"Northern Rocky Mountain Mesic Montane Mixed Conifer Forest",53,0.898039,102,0,0.5431092
"478","Replacement Fire","10490_19_20_21_23_28_29",0.0025256,"Rocky Mountain Foothill Limber Pine-Juniper Woodland",70,0.670588,1,0,0.0025256
"479","Replacement Fire","10490_19_20_21_23_28_29",0.0025256,"Rocky Mountain Foothill Limber Pine-Juniper Woodland",78,0.670588,47,0,0.1187032
"480","Replacement Fire","10530_10_19",0.0028676,"Northern Rocky Mountain Ponderosa Pine Woodland and Savanna",40,0,4,0,0.0114704
"481","Replacement Fire","10530_10_19",0.0028676,"Northern Rocky Mountain Ponderosa Pine Woodland and Savanna",54,0,39,0,0.1118364
"482","Replacement Fire","10540_20",0.0042598,"Southern Rocky Mountain Ponderosa Pine Woodland",5,0,68606,5.7,292.2478388
"483","Replacement Fire","10550_10_19",0.0049298,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",41,0.745098,256,0,1.2620288
"484","Replacement Fire","10550_10_19",0.0049298,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",55,0.745098,106,0,0.5225588
"485","Replacement Fire","10550_21_22",0.0030068,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",22,0.745098,2360,0.2,7.096048
"486","Replacement Fire","10560_10_19",0.0056376,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",42,0,95,0,0.535572
"487","Replacement Fire","10560_10_19",0.0056376,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",56,0,64,0,0.3608064
"488","Replacement Fire","10560_21_22",0.0023248,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",30,0,1262,0.1,2.9338976
"489","Replacement Fire","10800_10_19",0.012521,"Inter-Mountain Basins Big Sagebrush Shrubland",57,0.909804,78,0,0.976638
"490","Replacement Fire","10801_21_22_28",0.0136586,"Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush",31,0.909804,915,0.1,12.497619
"491","Replacement Fire","10801_21_22_28",0.0136586,"Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush",83,0.909804,0,0,0
"492","Replacement Fire","10802_21_22_28",0.010061,"Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush",71,0.705882,279,0,2.807019
"493","Replacement Fire","10802_21_22_28",0.010061,"Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush",84,0.705882,3,0,0.030183
"494","Replacement Fire","10850_20",0.0336516,"Northwestern Great Plains Shrubland",3,0.517647,210977,17.7,7099.7136132
"495","Replacement Fire","11060_10_19",0.0099634,"Northern Rocky Mountain Montane-Foothill Deciduous Shrubland",43,0.313725,127,0,1.2653518
"496","Replacement Fire","11060_10_19",0.0099634,"Northern Rocky Mountain Montane-Foothill Deciduous Shrubland",58,0.313725,72,0,0.7173648
"497","Replacement Fire","11170_20",0.0025792,"Southern Rocky Mountain Ponderosa Pine Savanna",11,0,11903,1,30.7002176
"498","Replacement Fire","11230_10_18",0.0198044,"Columbia Plateau Steppe and Grassland",44,0.917647,2,0,0.0396088
"499","Replacement Fire","11240_10_12_17_18_19_21",0.0050212,"Columbia Plateau Low Sagebrush Steppe",27,0.678431,631,0.1,3.1683772
"500","Replacement Fire","11250_1_7_8_9_10_19",0.0165466,"Inter-Mountain Basins Big Sagebrush Steppe",45,0.87451,12,0,0.1985592
"501","Replacement Fire","11250_1_7_8_9_10_19",0.0165466,"Inter-Mountain Basins Big Sagebrush Steppe",59,0.87451,225,0,3.722985
"502","Replacement Fire","11250_20_29_30_31_33",0.010862,"Inter-Mountain Basins Big Sagebrush Steppe",4,0.87451,69294,5.8,752.671428
"503","Replacement Fire","11250_20_29_30_31_33",0.010862,"Inter-Mountain Basins Big Sagebrush Steppe",88,0.87451,3,0,0.032586
"504","Replacement Fire","11260_1_7_8_9_10_19",0.0321598,"Inter-Mountain Basins Montane Sagebrush Steppe",46,0.662745,246,0,7.9113108
"505","Replacement Fire","11260_1_7_8_9_10_19",0.0321598,"Inter-Mountain Basins Montane Sagebrush Steppe",60,0.662745,222,0,7.1394756
"506","Replacement Fire","11260_21",0.0201912,"Inter-Mountain Basins Montane Sagebrush Steppe",10,0.662745,12712,1.1,256.6705344
"507","Replacement Fire","11390_10_19",0.0579514,"Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland",20,0.4,2659,0.2,154.0927726
"508","Replacement Fire","11390_10_19",0.0579514,"Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland",28,0.4,1631,0.1,94.5187334
"509","Replacement Fire","11390_20",0.050128,"Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland",32,0.4,1219,0.1,61.106032
"510","Replacement Fire","11390_21",0.0312214,"Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland",72,0.4,41,0,1.2800774
"511","Replacement Fire","11400_10_19",0.006937,"Northern Rocky Mountain Subalpine-Upper Montane Grassland",61,0.764706,0,0,0
"512","Replacement Fire","11400_21",0.0049054,"Northern Rocky Mountain Subalpine-Upper Montane Grassland",73,0.764706,0,0,0
"513","Replacement Fire","11410_20",0.0837024,"Northwestern Great Plains Mixedgrass Prairie",1,0.909804,381834,32,31960.4222016
"514","Replacement Fire","11410_29_30",0.0739452,"Northwestern Great Plains Mixedgrass Prairie",9,0.909804,21546,1.8,1593.2232792
"515","Replacement Fire","11440_12_16_19_28",0.0047024,"Rocky Mountain Alpine Turf",62,0.113725,73,0,0.3432752
"516","Replacement Fire","11450_21",0.0246642,"Rocky Mountain Subalpine-Montane Mesic Meadow",74,1,86,0,2.1211212
"517","Replacement Fire","11450_9_10_19",0.0249486,"Rocky Mountain Subalpine-Montane Mesic Meadow",63,1,29,0,0.7235094
"518","Replacement Fire","11480_20_29_30",0.0466178,"Western Great Plains Sand Prairie",7,0.662745,35476,3,1653.8130728
"519","Replacement Fire","11480_20_29_30",0.0466178,"Western Great Plains Sand Prairie",89,0.662745,592,0,27.5977376
"520","Replacement Fire","11530_20_22_29_30",0.004888,"Inter-Mountain Basins Greasewood Flat",15,0.882353,4565,0.4,22.31372
"521","Replacement Fire","11530_20_22_29_30",0.004888,"Inter-Mountain Basins Greasewood Flat",85,0.882353,42,0,0.205296
"522","Replacement Fire","11530_20_22_29_30",0.004888,"Inter-Mountain Basins Greasewood Flat",90,0.882353,9,0,0.043992
"523","Replacement Fire","11540_10_19",0.0057738,"Inter-Mountain Basins Montane Riparian Systems",64,0.458824,1,0,0.0057738
"524","Replacement Fire","11590_10_19",0.0099132,"Rocky Mountain Montane Riparian Systems",12,0.364706,9896,0.8,98.1010272
"525","Replacement Fire","11590_10_19",0.0099132,"Rocky Mountain Montane Riparian Systems",19,0.364706,2440,0.2,24.188208
"526","Replacement Fire","11590_20",0.0100598,"Rocky Mountain Montane Riparian Systems",16,0.364706,3249,0.3,32.6842902
"527","Replacement Fire","11590_21",0.0053978,"Rocky Mountain Montane Riparian Systems",75,0.364706,38,0,0.2051164
"528","Replacement Fire","11600_10_19",0.004932,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",21,0.654902,2216,0.2,10.929312
"529","Replacement Fire","11600_10_19",0.004932,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",47,0.654902,405,0,1.99746
"530","Replacement Fire","11600_20_29",0.003305,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",79,0.654902,48,0,0.15864
"531","Replacement Fire","11600_21",0.0029852,"Rocky Mountain Subalpine/Upper Montane Riparian Systems",8,0.654902,26037,2.2,77.7256524
"532","Replacement Fire","11610_21",0.002552,"Northern Rocky Mountain Conifer Swamp",76,0.537255,128,0,0.326656
