"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"61",152,484,36593412,"Tree Cover = 52%",73,169,66,0.28627451,0.662745098,0.258823529,108,0
"62",153,457,36181057,"Tree Cover = 53%",71,164,64,0.278431373,0.643137255,0.250980392,102,0
"63",154,378,36210089,"Tree Cover = 54%",69,159,62,0.270588235,0.623529412,0.243137255,84,0
"64",155,866,76625086,"Tree Cover = 55%",67,154,60,0.262745098,0.603921569,0.235294118,193,0
"65",156,368,37637619,"Tree Cover = 56%",64,149,58,0.250980392,0.584313725,0.22745098,82,0
"66",157,300,37393772,"Tree Cover = 57%",62,144,56,0.243137255,0.564705882,0.219607843,67,0
"67",158,327,41979971,"Tree Cover = 58%",60,139,55,0.235294118,0.545098039,0.215686275,73,0
"68",159,280,41088624,"Tree Cover = 59%",58,134,53,0.22745098,0.525490196,0.207843137,62,0
"69",160,509,42475974,"Tree Cover = 60%",56,129,51,0.219607843,0.505882353,0.2,113,0
"70",161,936,40083071,"Tree Cover = 61%",51,126,51,0.2,0.494117647,0.2,208,0
"71",162,13,61145608,"Tree Cover = 62%",54,124,52,0.211764706,0.48627451,0.203921569,3,0
"72",163,6,65035368,"Tree Cover = 63%",38,122,53,0.149019608,0.478431373,0.207843137,1,0
"73",164,12,58918146,"Tree Cover = 64%",31,121,54,0.121568627,0.474509804,0.211764706,3,0
"74",165,121,92045945,"Tree Cover = 65%",25,119,55,0.098039216,0.466666667,0.215686275,27,0
"75",166,12,46599056,"Tree Cover = 66%",18,117,57,0.070588235,0.458823529,0.223529412,3,0
"76",167,6,52048710,"Tree Cover = 67%",12,115,58,0.047058824,0.450980392,0.22745098,1,0
"77",168,10,50476752,"Tree Cover = 68%",5,113,59,0.019607843,0.443137255,0.231372549,2,0
"78",169,9,56630166,"Tree Cover = 69%",1,111,59,0.003921569,0.435294118,0.231372549,2,0
"79",170,4,60247277,"Tree Cover = 70%",5,108,56,0.019607843,0.423529412,0.219607843,1,0
"80",171,4,64736040,"Tree Cover = 71%",10,105,53,0.039215686,0.411764706,0.207843137,1,0
"81",172,5,73461855,"Tree Cover = 72%",14,102,50,0.054901961,0.4,0.196078431,1,0
"82",173,2,85671329,"Tree Cover = 73%",19,99,47,0.074509804,0.388235294,0.184313725,0,0
"83",174,2,70640964,"Tree Cover = 74%",23,95,43,0.090196078,0.37254902,0.168627451,0,0
"84",175,5,111573949,"Tree Cover = 75%",27,92,40,0.105882353,0.360784314,0.156862745,1,0
"85",212,1,26356283,"Shrub Cover = 12%",237,226,199,0.929411765,0.88627451,0.780392157,0,0
"86",215,20,13238742,"Shrub Cover = 15%",235,222,192,0.921568627,0.870588235,0.752941176,4,0
"87",216,3,39944836,"Shrub Cover = 16%",234,221,190,0.917647059,0.866666667,0.745098039,1,0
"88",218,2,30909703,"Shrub Cover = 18%",232,219,185,0.909803922,0.858823529,0.725490196,0,0
"89",220,1,66027637,"Shrub Cover = 20%",231,216,181,0.905882353,0.847058824,0.709803922,0,0
"90",221,2,34841727,"Shrub Cover = 21%",230,215,178,0.901960784,0.843137255,0.698039216,0,0
"91",222,7,98190021,"Shrub Cover = 22%",229,214,176,0.898039216,0.839215686,0.690196078,2,0
"92",223,1,84378400,"Shrub Cover = 23%",228,213,174,0.894117647,0.835294118,0.682352941,0,0
"93",224,9,44062559,"Shrub Cover = 24%",227,212,172,0.890196078,0.831372549,0.674509804,2,0
"94",225,85,94208465,"Shrub Cover = 25%",227,210,169,0.890196078,0.823529412,0.662745098,19,0
"95",226,6,109086572,"Shrub Cover = 26%",226,209,167,0.88627451,0.819607843,0.654901961,1,0
"96",227,24,62293577,"Shrub Cover = 27%",225,208,165,0.882352941,0.815686275,0.647058824,5,0
"97",228,20,144047060,"Shrub Cover = 28%",224,207,163,0.878431373,0.811764706,0.639215686,4,0
"98",229,40,114590931,"Shrub Cover = 29%",223,206,161,0.874509804,0.807843137,0.631372549,9,0
"99",230,12,63231995,"Shrub Cover = 30%",223,205,158,0.874509804,0.803921569,0.619607843,3,0
"100",231,27,96799671,"Shrub Cover = 31%",222,204,156,0.870588235,0.8,0.611764706,6,0
"101",232,64,77548748,"Shrub Cover = 32%",221,203,154,0.866666667,0.796078431,0.603921569,14,0
"102",233,13,42556307,"Shrub Cover = 33%",220,202,152,0.862745098,0.792156863,0.596078431,3,0
"103",234,57,63752727,"Shrub Cover = 34%",219,201,149,0.858823529,0.788235294,0.584313725,13,0
"104",235,320,54191785,"Shrub Cover = 35%",218,200,147,0.854901961,0.784313725,0.576470588,71,0
"105",236,176,55379015,"Shrub Cover = 36%",215,196,144,0.843137255,0.768627451,0.564705882,39,0
"106",237,3,13904469,"Shrub Cover = 37%",208,190,140,0.815686275,0.745098039,0.549019608,1,0
"107",238,192,25132650,"Shrub Cover = 38%",202,184,135,0.792156863,0.721568627,0.529411765,43,0
"108",239,520,20502197,"Shrub Cover = 39%",196,178,131,0.768627451,0.698039216,0.51372549,116,0
"109",241,76,10269941,"Shrub Cover = 41%",183,167,123,0.717647059,0.654901961,0.482352941,17,0
"110",242,142,25426252,"Shrub Cover = 42%",177,161,118,0.694117647,0.631372549,0.462745098,32,0
"111",243,4,5273551,"Shrub Cover = 43%",170,155,114,0.666666667,0.607843137,0.447058824,1,0
"112",245,6,7695545,"Shrub Cover = 45%",160,143,107,0.62745098,0.560784314,0.419607843,1,0
"113",255,54,4164670,"Shrub Cover = 55%",120,88,68,0.470588235,0.345098039,0.266666667,12,0
"114",310,1016,4929207,"Herb Cover = 10%",204,230,225,0.8,0.901960784,0.882352941,226,0
"115",311,446,1097137,"Herb Cover = 11%",201,228,223,0.788235294,0.894117647,0.874509804,99,0
"116",312,529,1425769,"Herb Cover = 12%",197,227,221,0.77254902,0.890196078,0.866666667,118,0
"117",313,631,1605474,"Herb Cover = 13%",194,225,219,0.760784314,0.882352941,0.858823529,140,0
"118",314,725,2092395,"Herb Cover = 14%",190,223,218,0.745098039,0.874509804,0.854901961,161,0
"119",315,46,1615771,"Herb Cover = 15%",187,222,215,0.733333333,0.870588235,0.843137255,10,0
"120",316,796,2501834,"Herb Cover = 16%",183,220,213,0.717647059,0.862745098,0.835294118,177,0
"121",317,851,2603161,"Herb Cover = 17%",180,218,211,0.705882353,0.854901961,0.82745098,189,0
"122",318,885,3108854,"Herb Cover = 18%",176,217,209,0.690196078,0.850980392,0.819607843,197,0
"123",319,1029,3292426,"Herb Cover = 19%",173,215,207,0.678431373,0.843137255,0.811764706,229,0
"124",320,1112,4374475,"Herb Cover = 20%",170,213,205,0.666666667,0.835294118,0.803921569,247,0
"125",321,29,2491584,"Herb Cover = 21%",166,211,203,0.650980392,0.82745098,0.796078431,6,0
"126",322,998,5390728,"Herb Cover = 22%",163,210,204,0.639215686,0.823529412,0.8,222,0
"127",323,1193,5885321,"Herb Cover = 23%",159,208,199,0.623529412,0.815686275,0.780392157,265,0
"128",324,1403,6222515,"Herb Cover = 24%",156,206,197,0.611764706,0.807843137,0.77254902,312,0.1
"129",325,1822,19672273,"Herb Cover = 25%",152,205,195,0.596078431,0.803921569,0.764705882,405,0.1
"130",326,2001,9794595,"Herb Cover = 26%",149,203,193,0.584313725,0.796078431,0.756862745,445,0.1
"131",327,277,4107617,"Herb Cover = 27%",146,201,191,0.57254902,0.788235294,0.749019608,62,0
"132",328,2596,11995319,"Herb Cover = 28%",142,200,189,0.556862745,0.784313725,0.741176471,577,0.1
"133",329,3269,16696258,"Herb Cover = 29%",139,198,187,0.545098039,0.776470588,0.733333333,727,0.1
"134",330,3985,21420511,"Herb Cover = 30%",135,196,185,0.529411765,0.768627451,0.725490196,886,0.2
"135",331,4964,26519145,"Herb Cover = 31%",132,195,183,0.517647059,0.764705882,0.717647059,1104,0.2
"136",332,5869,28320132,"Herb Cover = 32%",128,193,181,0.501960784,0.756862745,0.709803922,1305,0.2
